Rule   (Support, Confidence) 
Gene YNL036W high,Gene YER175C high -> Gene YMR095C high  (13.3333%, 90.9091%)
Gene YNL036W high,Gene YMR095C high -> Gene YER175C high  (13.3333%, 83.3333%)
Gene YNL036W high,Gene YMR095C high -> Gene YJR109C high  (13.3333%, 83.3333%)
Gene YNL036W high,Gene YJR109C high -> Gene YMR095C high  (13.3333%, 93.0233%)
Gene YNL036W high,Gene YMR095C high -> Gene YBR047W high  (13.3333%, 83.3333%)
Gene YNL036W high,Gene YBR047W high -> Gene YMR095C high  (13.3333%, 88.8889%)
Gene YNL036W high,Gene YJR109C high -> Gene YMR096W high  (13.3333%, 93.0233%)
Gene YGL117W high,Gene YHR018C high -> Gene YKL218C high  (13.3333%, 83.3333%)
Gene YHR018C high,Gene YKL218C high -> Gene YGL117W high  (13.3333%, 95.2381%)
Gene YCL030C high -> Gene YGL117W high,Gene YHR018C high  (13.3333%, 83.3333%)
Gene YGL117W high,Gene YHR018C high -> Gene YCL030C high  (13.3333%, 83.3333%)
Gene YGL117W high,Gene YCL030C high -> Gene YHR018C high  (13.3333%, 93.0233%)
Gene YHR018C high,Gene YCL030C high -> Gene YGL117W high  (13.3333%, 100%)
Gene YDL198C high -> Gene YGL117W high,Gene YMR095C high  (13.3333%, 95.2381%)
Gene YGL117W high,Gene YDL198C high -> Gene YMR095C high  (13.3333%, 100%)
Gene YDL198C high,Gene YMR095C high -> Gene YGL117W high  (13.3333%, 95.2381%)
Gene YDL198C high -> Gene YGL117W high,Gene YIR034C high  (13.3333%, 95.2381%)
Gene YGL117W high,Gene YDL198C high -> Gene YIR034C high  (13.3333%, 100%)
Gene YDL198C high,Gene YIR034C high -> Gene YGL117W high  (13.3333%, 95.2381%)
Gene YDL198C high -> Gene YGL117W high,Gene YMR096W high  (13.3333%, 95.2381%)
Gene YGL117W high,Gene YDL198C high -> Gene YMR096W high  (13.3333%, 100%)
Gene YDL198C high,Gene YMR096W high -> Gene YGL117W high  (13.3333%, 95.2381%)
Gene YGL117W high,Gene YPL033C high -> Gene YKL218C high  (13.3333%, 85.1064%)
Gene YKL218C high,Gene YPL033C high -> Gene YGL117W high  (13.3333%, 88.8889%)
Gene YGL117W high,Gene YOL119C high -> Gene YKL218C high  (13.3333%, 86.9565%)
Gene YKL218C high,Gene YOL119C high -> Gene YGL117W high  (13.3333%, 93.0233%)
Gene YJR130C high -> Gene YGL117W high,Gene YIL116W high  (13.3333%, 85.1064%)
Gene YGL117W high,Gene YIL116W high -> Gene YJR130C high  (13.3333%, 85.1064%)
Gene YGL117W high,Gene YJR130C high -> Gene YIL116W high  (13.3333%, 86.9565%)
Gene YIL116W high,Gene YJR130C high -> Gene YGL117W high  (13.3333%, 97.561%)
Gene YGL117W high,Gene YML116W high -> Gene YER175C high  (13.3333%, 93.0233%)
Gene YER175C high,Gene YML116W high -> Gene YGL117W high  (13.3333%, 90.9091%)
Gene YGL117W high,Gene YOL119C high -> Gene YER175C high  (13.3333%, 86.9565%)
Gene YER175C high,Gene YOL119C high -> Gene YGL117W high  (13.3333%, 93.0233%)
Gene YCL030C high -> Gene YGL117W high,Gene YER175C high  (13.3333%, 83.3333%)
Gene YGL117W high,Gene YCL030C high -> Gene YER175C high  (13.3333%, 93.0233%)
Gene YER175C high,Gene YCL030C high -> Gene YGL117W high  (13.3333%, 95.2381%)
Gene YGL117W high,Gene YBR256C high -> Gene YMR097C high  (13.3333%, 85.1064%)
Gene YGL117W high,Gene YMR097C high -> Gene YBR256C high  (13.3333%, 85.1064%)
Gene YBR256C high,Gene YMR097C high -> Gene YGL117W high  (13.3333%, 100%)
Gene YJR130C high -> Gene YGL117W high,Gene YBR256C high  (13.3333%, 85.1064%)
Gene YGL117W high,Gene YBR256C high -> Gene YJR130C high  (13.3333%, 85.1064%)
Gene YGL117W high,Gene YJR130C high -> Gene YBR256C high  (13.3333%, 86.9565%)
Gene YBR256C high,Gene YJR130C high -> Gene YGL117W high  (13.3333%, 97.561%)
Gene YBR145W high -> Gene YGL117W high,Gene YMR095C high  (13.3333%, 93.0233%)
Gene YGL117W high,Gene YBR145W high -> Gene YMR095C high  (13.3333%, 97.561%)
Gene YBR145W high,Gene YMR095C high -> Gene YGL117W high  (13.3333%, 97.561%)
Gene YGL117W high,Gene YMR062C high -> Gene YHR071W high  (13.3333%, 90.9091%)
Gene YHR071W high,Gene YMR062C high -> Gene YGL117W high  (13.3333%, 85.1064%)
Gene YGL117W high,Gene YPL250C high -> Gene YHR071W high  (13.3333%, 88.8889%)
Gene YHR071W high,Gene YPL250C high -> Gene YGL117W high  (13.3333%, 90.9091%)
Gene YGL117W high,Gene YJR025C high -> Gene YHR071W high  (13.3333%, 81.6327%)
Gene YHR071W high,Gene YJR025C high -> Gene YGL117W high  (13.3333%, 86.9565%)
Gene YGL117W high,Gene YOL119C high -> Gene YHR071W high  (13.3333%, 86.9565%)
Gene YHR071W high,Gene YOL119C high -> Gene YGL117W high  (13.3333%, 93.0233%)
Gene YGL117W high,Gene YPL250C high -> Gene YJR109C high  (13.3333%, 88.8889%)
Gene YJR109C high,Gene YPL250C high -> Gene YGL117W high  (13.3333%, 93.0233%)
Gene YGL117W high,Gene YOL119C high -> Gene YJR109C high  (13.3333%, 86.9565%)
Gene YJR109C high,Gene YOL119C high -> Gene YGL117W high  (13.3333%, 95.2381%)
Gene YCL030C high -> Gene YGL117W high,Gene YER069W high  (13.3333%, 83.3333%)
Gene YGL117W high,Gene YCL030C high -> Gene YER069W high  (13.3333%, 93.0233%)
Gene YER069W high,Gene YCL030C high -> Gene YGL117W high  (13.3333%, 93.0233%)
Gene YGL117W high,Gene YBR147W high -> Gene YJR025C high  (13.3333%, 83.3333%)
Gene YGL117W high,Gene YJR025C high -> Gene YBR147W high  (13.3333%, 81.6327%)
Gene YBR147W high,Gene YJR025C high -> Gene YGL117W high  (13.3333%, 97.561%)
Gene YJR130C high -> Gene YGL117W high,Gene YBR147W high  (13.3333%, 85.1064%)
Gene YGL117W high,Gene YBR147W high -> Gene YJR130C high  (13.3333%, 83.3333%)
Gene YGL117W high,Gene YJR130C high -> Gene YBR147W high  (13.3333%, 86.9565%)
Gene YBR147W high,Gene YJR130C high -> Gene YGL117W high  (13.3333%, 97.561%)
Gene YGL117W high,Gene YMR062C high -> Gene YOL118C high  (13.3333%, 90.9091%)
Gene YMR062C high,Gene YOL118C high -> Gene YGL117W high  (13.3333%, 93.0233%)
Gene YGL117W high,Gene YMR097C high -> Gene YJR025C high  (13.3333%, 85.1064%)
Gene YGL117W high,Gene YJR025C high -> Gene YMR097C high  (13.3333%, 81.6327%)
Gene YMR097C high,Gene YJR025C high -> Gene YGL117W high  (13.3333%, 100%)
Gene YGL117W high,Gene YMR097C high -> Gene YOL058W high  (13.3333%, 85.1064%)
Gene YMR097C high,Gene YOL058W high -> Gene YGL117W high  (13.3333%, 97.561%)
Gene YGL117W high,Gene YML116W high -> Gene YIR034C high  (13.3333%, 93.0233%)
Gene YIR034C high,Gene YML116W high -> Gene YGL117W high  (13.3333%, 90.9091%)
Gene YGL117W high,Gene YOL119C high -> Gene YBR047W high  (13.3333%, 86.9565%)
Gene YBR047W high,Gene YOL119C high -> Gene YGL117W high  (13.3333%, 93.0233%)
Gene YGL117W high,Gene YOL119C high -> Gene YHR029C high  (13.3333%, 86.9565%)
Gene YHR029C high,Gene YOL119C high -> Gene YGL117W high  (13.3333%, 93.0233%)
Gene YCL030C high -> Gene YGL117W high,Gene YHR029C high  (13.3333%, 83.3333%)
Gene YGL117W high,Gene YCL030C high -> Gene YHR029C high  (13.3333%, 93.0233%)
Gene YHR029C high,Gene YCL030C high -> Gene YGL117W high  (13.3333%, 97.561%)
Gene YDL066W high -> Gene YGL117W high,Gene YMR096W high  (13.3333%, 93.0233%)
Gene YGL117W high,Gene YDL066W high -> Gene YMR096W high  (13.3333%, 100%)
Gene YMR096W high,Gene YDL066W high -> Gene YGL117W high  (13.3333%, 95.2381%)
Gene YCL030C high -> Gene YGL117W high,Gene YOL118C high  (13.3333%, 83.3333%)
Gene YGL117W high,Gene YCL030C high -> Gene YOL118C high  (13.3333%, 93.0233%)
Gene YOL118C high,Gene YCL030C high -> Gene YGL117W high  (13.3333%, 100%)
Gene YCL030C high -> Gene YGL117W high,Gene YOL058W high  (13.3333%, 83.3333%)
Gene YGL117W high,Gene YCL030C high -> Gene YOL058W high  (13.3333%, 93.0233%)
Gene YOL058W high,Gene YCL030C high -> Gene YGL117W high  (13.3333%, 97.561%)
Gene YHR018C high,Gene YKL218C high -> Gene YBR256C high  (13.3333%, 95.2381%)
Gene YHR018C high,Gene YBR256C high -> Gene YKL218C high  (13.3333%, 93.0233%)
Gene YKL218C high,Gene YBR256C high -> Gene YHR018C high  (13.3333%, 90.9091%)
Gene YHR018C high,Gene YKL218C high -> Gene YHR071W high  (13.3333%, 95.2381%)
Gene YHR018C high,Gene YHR071W high -> Gene YKL218C high  (13.3333%, 83.3333%)
Gene YKL218C high,Gene YHR071W high -> Gene YHR018C high  (13.3333%, 81.6327%)
Gene YHR018C high,Gene YKL218C high -> Gene YJR109C high  (13.3333%, 95.2381%)
Gene YKL218C high,Gene YJR109C high -> Gene YHR018C high  (13.3333%, 86.9565%)
Gene YHR018C high,Gene YKL218C high -> Gene YMR094W high  (13.3333%, 95.2381%)
Gene YHR018C high,Gene YMR094W high -> Gene YKL218C high  (13.3333%, 83.3333%)
Gene YHR018C high,Gene YKL218C high -> Gene YHR029C high  (13.3333%, 95.2381%)
Gene YHR018C high,Gene YHR029C high -> Gene YKL218C high  (13.3333%, 90.9091%)
Gene YHR018C high,Gene YKL218C high -> Gene YOL118C high  (13.3333%, 95.2381%)
Gene YHR018C high,Gene YOL118C high -> Gene YKL218C high  (13.3333%, 88.8889%)
Gene YKL218C high,Gene YOL118C high -> Gene YHR018C high  (13.3333%, 85.1064%)
Gene YHR018C high,Gene YIL116W high -> Gene YER069W high  (13.3333%, 86.9565%)
Gene YHR018C high,Gene YER069W high -> Gene YIL116W high  (13.3333%, 90.9091%)
Gene YIL116W high,Gene YER069W high -> Gene YHR018C high  (13.3333%, 90.9091%)
Gene YHR018C high,Gene YBR256C high -> Gene YHR071W high  (13.3333%, 93.0233%)
Gene YHR018C high,Gene YHR071W high -> Gene YBR256C high  (13.3333%, 83.3333%)
Gene YBR256C high,Gene YHR071W high -> Gene YHR018C high  (13.3333%, 88.8889%)
Gene YHR018C high,Gene YBR256C high -> Gene YJR025C high  (13.3333%, 93.0233%)
Gene YHR018C high,Gene YJR025C high -> Gene YBR256C high  (13.3333%, 93.0233%)
Gene YBR256C high,Gene YJR025C high -> Gene YHR018C high  (13.3333%, 88.8889%)
Gene YHR018C high,Gene YBR256C high -> Gene YOL058W high  (13.3333%, 93.0233%)
Gene YHR018C high,Gene YOL058W high -> Gene YBR256C high  (13.3333%, 85.1064%)
Gene YBR256C high,Gene YOL058W high -> Gene YHR018C high  (13.3333%, 90.9091%)
Gene YHR018C high,Gene YMR097C high -> Gene YMR095C high  (13.3333%, 100%)
Gene YHR018C high,Gene YOL119C high -> Gene YMR095C high  (13.3333%, 97.561%)
Gene YMR095C high,Gene YOL119C high -> Gene YHR018C high  (13.3333%, 85.1064%)
Gene YCL030C high -> Gene YHR018C high,Gene YMR095C high  (13.3333%, 83.3333%)
Gene YHR018C high,Gene YCL030C high -> Gene YMR095C high  (13.3333%, 100%)
Gene YMR095C high,Gene YCL030C high -> Gene YHR018C high  (13.3333%, 86.9565%)
Gene YHR018C high,Gene YHR071W high -> Gene YER069W high  (13.3333%, 83.3333%)
Gene YHR018C high,Gene YER069W high -> Gene YHR071W high  (13.3333%, 90.9091%)
Gene YHR018C high,Gene YHR071W high -> Gene YMR062C high  (13.3333%, 83.3333%)
Gene YHR018C high,Gene YMR062C high -> Gene YHR071W high  (13.3333%, 93.0233%)
Gene YHR071W high,Gene YMR062C high -> Gene YHR018C high  (13.3333%, 85.1064%)
Gene YHR018C high,Gene YHR071W high -> Gene YBR047W high  (13.3333%, 83.3333%)
Gene YHR018C high,Gene YBR047W high -> Gene YHR071W high  (13.3333%, 90.9091%)
Gene YHR018C high,Gene YER069W high -> Gene YMR094W high  (13.3333%, 90.9091%)
Gene YHR018C high,Gene YMR094W high -> Gene YER069W high  (13.3333%, 83.3333%)
Gene YER069W high,Gene YMR094W high -> Gene YHR018C high  (13.3333%, 81.6327%)
Gene YHR018C high,Gene YMR097C high -> Gene YMR094W high  (13.3333%, 100%)
Gene YHR018C high,Gene YMR094W high -> Gene YMR097C high  (13.3333%, 83.3333%)
Gene YHR018C high,Gene YMR097C high -> Gene YMR096W high  (13.3333%, 100%)
Gene YHR018C high,Gene YHR029C high -> Gene YJR025C high  (13.3333%, 90.9091%)
Gene YHR018C high,Gene YJR025C high -> Gene YHR029C high  (13.3333%, 93.0233%)
Gene YHR029C high,Gene YJR025C high -> Gene YHR018C high  (13.3333%, 83.3333%)
Gene YHR018C high,Gene YJR025C high -> Gene YOL118C high  (13.3333%, 93.0233%)
Gene YHR018C high,Gene YOL118C high -> Gene YJR025C high  (13.3333%, 88.8889%)
Gene YJR025C high,Gene YOL118C high -> Gene YHR018C high  (13.3333%, 86.9565%)
Gene YHR018C high,Gene YJR025C high -> Gene YOL058W high  (13.3333%, 93.0233%)
Gene YHR018C high,Gene YOL058W high -> Gene YJR025C high  (13.3333%, 85.1064%)
Gene YJR025C high,Gene YOL058W high -> Gene YHR018C high  (13.3333%, 90.9091%)
Gene YHR018C high,Gene YOL119C high -> Gene YMR096W high  (13.3333%, 97.561%)
Gene YMR096W high,Gene YOL119C high -> Gene YHR018C high  (13.3333%, 81.6327%)
Gene YCL030C high -> Gene YHR018C high,Gene YMR096W high  (13.3333%, 83.3333%)
Gene YHR018C high,Gene YCL030C high -> Gene YMR096W high  (13.3333%, 100%)
Gene YMR096W high,Gene YCL030C high -> Gene YHR018C high  (13.3333%, 86.9565%)
Gene YHR018C high,Gene YOL119C high -> Gene YOL118C high  (13.3333%, 97.561%)
Gene YHR018C high,Gene YOL118C high -> Gene YOL119C high  (13.3333%, 88.8889%)
Gene YOL119C high,Gene YOL118C high -> Gene YHR018C high  (13.3333%, 90.9091%)
Gene YDL198C high -> Gene YIL116W high,Gene YMR095C high  (13.3333%, 95.2381%)
Gene YDL198C high,Gene YIL116W high -> Gene YMR095C high  (13.3333%, 100%)
Gene YDL198C high,Gene YMR095C high -> Gene YIL116W high  (13.3333%, 95.2381%)
Gene YIL116W high,Gene YMR095C high -> Gene YDL198C high  (13.3333%, 81.6327%)
Gene YDL198C high -> Gene YIL116W high,Gene YIR034C high  (13.3333%, 95.2381%)
Gene YDL198C high,Gene YIL116W high -> Gene YIR034C high  (13.3333%, 100%)
Gene YDL198C high,Gene YIR034C high -> Gene YIL116W high  (13.3333%, 95.2381%)
Gene YIL116W high,Gene YIR034C high -> Gene YDL198C high  (13.3333%, 85.1064%)
Gene YDL198C high -> Gene YIL116W high,Gene YMR096W high  (13.3333%, 95.2381%)
Gene YDL198C high,Gene YIL116W high -> Gene YMR096W high  (13.3333%, 100%)
Gene YDL198C high,Gene YMR096W high -> Gene YIL116W high  (13.3333%, 95.2381%)
Gene YDL198C high -> Gene YMR095C high,Gene YJR109C high  (13.3333%, 95.2381%)
Gene YDL198C high,Gene YMR095C high -> Gene YJR109C high  (13.3333%, 95.2381%)
Gene YDL198C high,Gene YJR109C high -> Gene YMR095C high  (13.3333%, 100%)
Gene YDL198C high -> Gene YMR095C high,Gene YMR094W high  (13.3333%, 95.2381%)
Gene YDL198C high,Gene YMR095C high -> Gene YMR094W high  (13.3333%, 95.2381%)
Gene YDL198C high,Gene YMR094W high -> Gene YMR095C high  (13.3333%, 100%)
Gene YDL198C high -> Gene YJR109C high,Gene YIR034C high  (13.3333%, 95.2381%)
Gene YDL198C high,Gene YJR109C high -> Gene YIR034C high  (13.3333%, 100%)
Gene YDL198C high,Gene YIR034C high -> Gene YJR109C high  (13.3333%, 95.2381%)
Gene YDL198C high -> Gene YJR109C high,Gene YMR096W high  (13.3333%, 95.2381%)
Gene YDL198C high,Gene YJR109C high -> Gene YMR096W high  (13.3333%, 100%)
Gene YDL198C high,Gene YMR096W high -> Gene YJR109C high  (13.3333%, 95.2381%)
Gene YDL198C high -> Gene YMR094W high,Gene YIR034C high  (13.3333%, 95.2381%)
Gene YDL198C high,Gene YMR094W high -> Gene YIR034C high  (13.3333%, 100%)
Gene YDL198C high,Gene YIR034C high -> Gene YMR094W high  (13.3333%, 95.2381%)
Gene YDL198C high -> Gene YMR094W high,Gene YHR029C high  (13.3333%, 95.2381%)
Gene YDL198C high,Gene YMR094W high -> Gene YHR029C high  (13.3333%, 100%)
Gene YDL198C high,Gene YHR029C high -> Gene YMR094W high  (13.3333%, 97.561%)
Gene YDL198C high -> Gene YMR094W high,Gene YMR096W high  (13.3333%, 95.2381%)
Gene YDL198C high,Gene YMR094W high -> Gene YMR096W high  (13.3333%, 100%)
Gene YDL198C high,Gene YMR096W high -> Gene YMR094W high  (13.3333%, 95.2381%)
Gene YDL198C high -> Gene YHR029C high,Gene YOL118C high  (13.3333%, 95.2381%)
Gene YDL198C high,Gene YHR029C high -> Gene YOL118C high  (13.3333%, 97.561%)
Gene YDL198C high,Gene YOL118C high -> Gene YHR029C high  (13.3333%, 97.561%)
Gene YHR029C high,Gene YOL118C high -> Gene YDL198C high  (13.3333%, 83.3333%)
Gene YKL218C high,Gene YIL116W high -> Gene YBR047W high  (13.3333%, 88.8889%)
Gene YKL218C high,Gene YBR047W high -> Gene YIL116W high  (13.3333%, 86.9565%)
Gene YIL116W high,Gene YBR047W high -> Gene YKL218C high  (13.3333%, 93.0233%)
Gene YKL218C high,Gene YIL116W high -> Gene YJR025C high  (13.3333%, 88.8889%)
Gene YKL218C high,Gene YJR025C high -> Gene YIL116W high  (13.3333%, 90.9091%)
Gene YIL116W high,Gene YJR025C high -> Gene YKL218C high  (13.3333%, 95.2381%)
Gene YKL218C high,Gene YER069W high -> Gene YER175C high  (13.3333%, 88.8889%)
Gene YER175C high,Gene YER069W high -> Gene YKL218C high  (13.3333%, 83.3333%)
Gene YKL218C high,Gene YOL058W high -> Gene YER175C high  (13.3333%, 88.8889%)
Gene YER175C high,Gene YOL058W high -> Gene YKL218C high  (13.3333%, 81.6327%)
Gene YKL218C high,Gene YBR256C high -> Gene YOL058W high  (13.3333%, 90.9091%)
Gene YKL218C high,Gene YOL058W high -> Gene YBR256C high  (13.3333%, 88.8889%)
Gene YBR256C high,Gene YOL058W high -> Gene YKL218C high  (13.3333%, 90.9091%)
Gene YKL218C high,Gene YBR147W high -> Gene YMR095C high  (13.3333%, 93.0233%)
Gene YKL218C high,Gene YIL117C high -> Gene YMR095C high  (13.3333%, 93.0233%)
Gene YKL218C high,Gene YML116W high -> Gene YMR095C high  (13.3333%, 95.2381%)
Gene YMR095C high,Gene YML116W high -> Gene YKL218C high  (13.3333%, 83.3333%)
Gene YCL030C high -> Gene YKL218C high,Gene YMR095C high  (13.3333%, 83.3333%)
Gene YKL218C high,Gene YCL030C high -> Gene YMR095C high  (13.3333%, 100%)
Gene YMR095C high,Gene YCL030C high -> Gene YKL218C high  (13.3333%, 86.9565%)
Gene YKL218C high,Gene YHR071W high -> Gene YBR047W high  (13.3333%, 81.6327%)
Gene YKL218C high,Gene YBR047W high -> Gene YHR071W high  (13.3333%, 86.9565%)
Gene YKL218C high,Gene YHR071W high -> Gene YJR025C high  (13.3333%, 81.6327%)
Gene YKL218C high,Gene YJR025C high -> Gene YHR071W high  (13.3333%, 90.9091%)
Gene YHR071W high,Gene YJR025C high -> Gene YKL218C high  (13.3333%, 86.9565%)
Gene YKL218C high,Gene YHR071W high -> Gene YOL118C high  (13.3333%, 81.6327%)
Gene YKL218C high,Gene YOL118C high -> Gene YHR071W high  (13.3333%, 85.1064%)
Gene YHR071W high,Gene YOL118C high -> Gene YKL218C high  (13.3333%, 83.3333%)
Gene YKL218C high,Gene YJR109C high -> Gene YER069W high  (13.3333%, 86.9565%)
Gene YKL218C high,Gene YER069W high -> Gene YJR109C high  (13.3333%, 88.8889%)
Gene YJR109C high,Gene YER069W high -> Gene YKL218C high  (13.3333%, 83.3333%)
Gene YKL218C high,Gene YJR109C high -> Gene YPL033C high  (13.3333%, 86.9565%)
Gene YKL218C high,Gene YPL033C high -> Gene YJR109C high  (13.3333%, 88.8889%)
Gene YJR109C high,Gene YPL033C high -> Gene YKL218C high  (13.3333%, 88.8889%)
Gene YKL218C high,Gene YMR097C high -> Gene YHR029C high  (13.3333%, 93.0233%)
Gene YMR097C high,Gene YHR029C high -> Gene YKL218C high  (13.3333%, 90.9091%)
Gene YKL218C high,Gene YOL119C high -> Gene YMR094W high  (13.3333%, 93.0233%)
Gene YMR094W high,Gene YOL119C high -> Gene YKL218C high  (13.3333%, 86.9565%)
Gene YDL182W high -> Gene YGL117W high  (13%, 86.6667%)
Gene YDL198C high -> Gene YKL218C high  (13%, 92.8571%)
Gene YDL198C high -> Gene YHR071W high  (13%, 92.8571%)
Gene YBR145W high -> Gene YBR256C high  (13%, 90.6977%)
Gene YBR145W high -> Gene YJR109C high  (13%, 90.6977%)
Gene YBR145W high -> Gene YHR029C high  (13%, 90.6977%)
Gene YDL182W high -> Gene YHR071W high  (13%, 86.6667%)
Gene YOR202W high -> Gene YHR071W high  (13%, 92.8571%)
Gene YFR053C high -> Gene YPR160W high  (13%, 88.6364%)
Gene YDL182W high -> Gene YMR094W high  (13%, 86.6667%)
Gene YDL182W high -> Gene YIR034C high  (13%, 86.6667%)
Gene YDL182W high -> Gene YHR029C high  (13%, 86.6667%)
Gene YER150W high -> Gene YFL014W high  (13%, 82.9787%)
Gene YJL088W high -> Gene YER069W high  (13%, 84.7826%)
Gene YJR130C high -> Gene YMR062C high  (13%, 82.9787%)
Gene YOR202W high -> Gene YIR034C high  (13%, 92.8571%)
Gene YOR202W high -> Gene YMR096W high  (13%, 92.8571%)
Gene YIL164C high -> Gene YMR094W high  (13%, 97.5%)
Gene YJR130C high -> Gene YPL033C high  (13%, 82.9787%)
Gene YCL030C high -> Gene YJR025C high  (13%, 81.25%)
Gene YJR130C high -> Gene YOL058W high  (13%, 82.9787%)
Gene YNL036W high,Gene YGL117W high -> Gene YMR095C high  (13%, 88.6364%)
Gene YNL036W high,Gene YMR095C high -> Gene YGL117W high  (13%, 81.25%)
Gene YNL036W high,Gene YIL116W high -> Gene YOL118C high  (13%, 92.8571%)
Gene YNL036W high,Gene YOL118C high -> Gene YIL116W high  (13%, 88.6364%)
Gene YNL036W high,Gene YER175C high -> Gene YMR094W high  (13%, 88.6364%)
Gene YNL036W high,Gene YMR094W high -> Gene YER175C high  (13%, 86.6667%)
Gene YNL036W high,Gene YMR095C high -> Gene YOL118C high  (13%, 81.25%)
Gene YNL036W high,Gene YOL118C high -> Gene YMR095C high  (13%, 88.6364%)
Gene YNL036W high,Gene YJR109C high -> Gene YOL118C high  (13%, 90.6977%)
Gene YNL036W high,Gene YOL118C high -> Gene YJR109C high  (13%, 88.6364%)
Gene YNL036W high,Gene YMR094W high -> Gene YBR047W high  (13%, 86.6667%)
Gene YNL036W high,Gene YBR047W high -> Gene YMR094W high  (13%, 86.6667%)
Gene YNL036W high,Gene YOL118C high -> Gene YMR096W high  (13%, 88.6364%)
Gene YBR105C high,Gene YMR095C high -> Gene YBR047W high  (13%, 92.8571%)
Gene YBR105C high,Gene YBR047W high -> Gene YMR095C high  (13%, 90.6977%)
Gene YBR105C high,Gene YMR094W high -> Gene YMR096W high  (13%, 100%)
Gene YBR105C high,Gene YMR096W high -> Gene YMR094W high  (13%, 84.7826%)
Gene YGL117W high,Gene YHR018C high -> Gene YMR062C high  (13%, 81.25%)
Gene YGL117W high,Gene YMR062C high -> Gene YHR018C high  (13%, 88.6364%)
Gene YHR018C high,Gene YMR062C high -> Gene YGL117W high  (13%, 90.6977%)
Gene YGL117W high,Gene YHR018C high -> Gene YMR097C high  (13%, 81.25%)
Gene YGL117W high,Gene YMR097C high -> Gene YHR018C high  (13%, 82.9787%)
Gene YHR018C high,Gene YMR097C high -> Gene YGL117W high  (13%, 97.5%)
Gene YJR130C high -> Gene YGL117W high,Gene YHR018C high  (13%, 82.9787%)
Gene YGL117W high,Gene YHR018C high -> Gene YJR130C high  (13%, 81.25%)
Gene YGL117W high,Gene YJR130C high -> Gene YHR018C high  (13%, 84.7826%)
Gene YHR018C high,Gene YJR130C high -> Gene YGL117W high  (13%, 97.5%)
Gene YDL198C high -> Gene YGL117W high,Gene YIL116W high  (13%, 92.8571%)
Gene YGL117W high,Gene YDL198C high -> Gene YIL116W high  (13%, 97.5%)
Gene YGL117W high,Gene YIL116W high -> Gene YDL198C high  (13%, 82.9787%)
Gene YDL198C high,Gene YIL116W high -> Gene YGL117W high  (13%, 97.5%)
Gene YDL198C high -> Gene YGL117W high,Gene YJR109C high  (13%, 92.8571%)
Gene YGL117W high,Gene YDL198C high -> Gene YJR109C high  (13%, 97.5%)
Gene YDL198C high,Gene YJR109C high -> Gene YGL117W high  (13%, 97.5%)
Gene YDL198C high -> Gene YGL117W high,Gene YMR094W high  (13%, 92.8571%)
Gene YGL117W high,Gene YDL198C high -> Gene YMR094W high  (13%, 97.5%)
Gene YDL198C high,Gene YMR094W high -> Gene YGL117W high  (13%, 97.5%)
Gene YDL198C high -> Gene YGL117W high,Gene YHR029C high  (13%, 92.8571%)
Gene YGL117W high,Gene YDL198C high -> Gene YHR029C high  (13%, 97.5%)
Gene YDL198C high,Gene YHR029C high -> Gene YGL117W high  (13%, 95.122%)
Gene YDL198C high -> Gene YGL117W high,Gene YOL118C high  (13%, 92.8571%)
Gene YGL117W high,Gene YDL198C high -> Gene YOL118C high  (13%, 97.5%)
Gene YDL198C high,Gene YOL118C high -> Gene YGL117W high  (13%, 95.122%)
Gene YGL117W high,Gene YBR147W high -> Gene YKL218C high  (13%, 81.25%)
Gene YKL218C high,Gene YBR147W high -> Gene YGL117W high  (13%, 90.6977%)
Gene YGL117W high,Gene YML116W high -> Gene YKL218C high  (13%, 90.6977%)
Gene YKL218C high,Gene YML116W high -> Gene YGL117W high  (13%, 92.8571%)
Gene YJR130C high -> Gene YGL117W high,Gene YKL218C high  (13%, 82.9787%)
Gene YGL117W high,Gene YJR130C high -> Gene YKL218C high  (13%, 84.7826%)
Gene YKL218C high,Gene YJR130C high -> Gene YGL117W high  (13%, 97.5%)
Gene YGL117W high,Gene YLR267W high -> Gene YKL218C high  (13%, 86.6667%)
Gene YKL218C high,Gene YLR267W high -> Gene YGL117W high  (13%, 95.122%)
Gene YCL030C high -> Gene YGL117W high,Gene YKL218C high  (13%, 81.25%)
Gene YGL117W high,Gene YCL030C high -> Gene YKL218C high  (13%, 90.6977%)
Gene YKL218C high,Gene YCL030C high -> Gene YGL117W high  (13%, 97.5%)
Gene YCL030C high -> Gene YGL117W high,Gene YIL116W high  (13%, 81.25%)
Gene YGL117W high,Gene YIL116W high -> Gene YCL030C high  (13%, 82.9787%)
Gene YGL117W high,Gene YCL030C high -> Gene YIL116W high  (13%, 90.6977%)
Gene YIL116W high,Gene YCL030C high -> Gene YGL117W high  (13%, 95.122%)
Gene YGL117W high,Gene YLR267W high -> Gene YER175C high  (13%, 86.6667%)
Gene YER175C high,Gene YLR267W high -> Gene YGL117W high  (13%, 88.6364%)
Gene YBR145W high -> Gene YGL117W high,Gene YMR094W high  (13%, 90.6977%)
Gene YGL117W high,Gene YBR145W high -> Gene YMR094W high  (13%, 95.122%)
Gene YBR145W high,Gene YMR094W high -> Gene YGL117W high  (13%, 97.5%)
Gene YBR145W high -> Gene YGL117W high,Gene YBR047W high  (13%, 90.6977%)
